Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoauxadjetivo,eu sou louca,sub.ver.si.va,Manu Gavassi,Pop/Rock; Pop,"Subversiva, minha maturidade é seletiva. Te testo só pra ver se fica e você fica. Não importa o que eu faça você fica. . E se quiser falar de loucura. A minha é clara e combina com a sua. Diz que não quer problema então por que procura?. Se não quer problema então por que procura?. . Essa noite eu te dou meu coração. E a gente esquece a toxina dessa relação. Não tem sentido, não tem. Essa obsessão, essa obsessão. . You, me diz por que é que você volta. E eu sou louca então me solta. Me diz por que é que você volta. E você volta, e você volta. You, me diz por que é que você volta. E eu sou louca então me solta. Uh, me diz por que é que você volta. E você volta, e você volta. . Subversiva, e geralmente acerto, intuitiva. Te testo só pra ver se você fica e você fica. Não importa o que eu faça, você fica. E se quiser falar de loucura. A minha é clara e combina com a sua. Diz que não quer problema então por que procura?. Se não quer problema então por que procura. . Essa noite eu te dou meu coração. E a gente esquece a toxina dessa relação. Não tem sentido, não tem. Essa obsessão, essa obsessão. . You, me diz por que é que você volta. E eu sou louca então me solta. Me diz por que é que você volta. E você volta, e você volta. You, me diz por que é que você volta. E eu sou louca então me solta. Uh, me diz por que é que você volta. E você volta, e você volta",Caráter,Negativo
sujeitoauxadjetivo,eu vou uououououo,"Um Lance, Não Um Romance (feat. Forever The Sickest Kids)",Cine,Pop; Pop/Rock; Tecnopop,"Sempre procurei aqui e não achei nada. Sei que estou nesse mesmo lugar,. Só que desse mesmo lugar cansei. Realmente não faz sentido eu com você. Se tu tem 10 amigas, todas eu peguei. . Resolvi ir pa-para longe. Então resolvi ir pa-para longe. E se eu quiser ir pa-para bem longe. Eu vou que vou.... Sem você perto!. . Pra onde eu vou?. Santos, Rio, Recife, Curitiba. Pra onde eu vou?. Porto Alegre, Bh, Floripa. Pra onde eu vou?. Fortaleza, Minas, ou Campinas. Pra onde eu vou uououououo. . Vou. Sair por ai procurar. Não. Sei quem vou poder encontrar. E então. Nós vamos nos apaixonar. Pa-paixão passa.. Não é amor. Vou. Fazer cena pra provocar. Não. Demora pra gente brigar. E então. Tô indo pra outro lugar. Não sei pra onde eu vou.... . Baby I never thought that you could be this way... Another lover I can find it today, anyway.. You will do better..oh oh .. You are not the only girl. Te queria pra sempre há 10 minutos atrás. Foram 2 meses mas pra mim pareceram bem mais. E se, você falar que ainda se sente mal,. Juro que te levo pro hospital. Here we Go!. Texas, New York, California. Here we Go!. Dallas, Tokyo, Paris and Nebraska. Here we Go!. Puerto Rico, Mexico and Brazil. Here we Go!!. . I am trying to relax and get. Out... I don't know who I can meet there and. You ...are going to be everywhere. So I can't help it (it's not a love scene). I will make a scene to argue you with,. You the one that I cant help to fight. So I am getting on another flight. And I can't help it. (It's not a love scene). . Você me falou que nunca enganou ninguém. Ninguém te contou, mas nunca enganei também. Sou mais fazer do que falar.... I could have been like you, but you tried to be like me. Turn off the lights and let's make it right, tonight!. . Vou. Sair por aí procurar. Não. Sei quem vou poder encontrar. E então. Nós vamos nos apaixonar. Pa-paixão passa.. não é amor. . . Créditos: www.yeahcine.com",Neutro,Neutro
sujeitoauxadjetivo,eu era mais forte,Decote (Part. Pabllo Vittar),Preta Gil,Pop; MPB,Preta?. Pabllo?. . [Preta Gil]. Hoje eu vou prum samba. Que o meu corpo quer sambar. Minha alma pede samba. Eu cansei de te falar. . [Pabllo Vittar]. Sou movida pela dança. Que me faz querer cantar. Você roubou o meu samba. Ponha-se no seu lugar!. . [Preta Gil & Pabllo Vittar]. Eu falei. Que eu era mais forte. Agora boa sorte. E me libertei. Não se importe com o meu decote. Eu bem que te falei. Que eu era mais forte. Agora boa sorte. E me libertei. Agora é minha vez. . [Preta Gil]. Hoje eu vou prum samba. Que o meu corpo quer sambar (quer sambar). Minha alma pede samba. Eu cansei de te falar. . [Pabllo Vittar]. Sou movida pela dança. Que me faz querer cantar. Você roubou o meu samba. Ponha-se no seu lugar!. . [Preta Gil & Pabllo Vittar]. Eu falei (mas eu falei...). Que eu era mais forte. Agora boa sorte. E me libertei. Não se importe com o meu decote. Eu bem que te falei. Que eu era mais forte. Agora boa sorte. E me libertei. Agora é minha vez. . [Preta Gil & Pabllo Vittar]. Você duvidava. Que eu era capaz. Estou aqui. Consegui até mais. Agora não vem correr atrás. Você não me satisfaz. . [Preta Gil & Pabllo Vittar]. Eu falei. Que eu era mais forte. Agora boa sorte. E me libertei. Não se importe com o meu decote. Eu te falei. Que eu era mais forte. Agora boa sorte. E me libertei. Agora é minha vez. . [Preta Gil & Pabllo Vittar]. É Preta Gil meu amor!. Pisa menos! (Vai). Ressuscita!,Aparência,Negativo
sujeitoauxadjetivo,eu já tô preparada,Din Din Dom,Preta Gil,Pop; MPB,"Sabe aquele groove pra dançar agarradinho?. Bem gostosinho, bem coladinho. Descaradinho, suingadinho. Do jeito que mamãe gosta. Sabe aquele groove pra dançar daquele jeito?. Sem preconceito, vem com respeito, tá dito e feito. Vem no solinho, vem, vem. . Já cheguei chegando e tô com a corda toda. Ninguém me segura, sou dona da porra toda. Cabelo no grau. Leve, linda e solta. Se liga no som. Já tô preparada pro din din dom. (Chegou nossa hora). . Din din din dom, din din din dom. Din din din dom, din din din dom. Desce, mainha; desce, painho. Vem, bem gostosinho. Din din din dom, din din din dom. Din din din dom, din din din dom. Desce coladinho, gostosinho. Din din dom aê. Din din din dom, din din din dom. Din din din dom, din din din dom. Olha que desce que desce. Que desce, desce que desce. Que desce, desce que desce. Que desce, desce aê. Din din din dom, din din din dom. Din din din dom, din din din dom. Vem descer no din din dom. Coladinho. . Sabe aquele groove pra dançar agarradinho?. Bem gostosinho, bem coladinho. Descaradinho, suingadinho. Do jeito que mamãe gosta. Sabe aquele groove pra dançar daquele jeito?. Sem preconceito, vem com respeito, tá dito e feito. Vem no solinho, vem, vem. . Eu já cheguei chegando e tô com a corda toda. Ninguém me segura, sou dona da porra toda. Cabelo no grau. Leve, linda e solta. Se liga no som. Eu já tô preparada pro din din dom. Chama, vem. . Din din din dom, din din din dom. Din din din dom, din din din dom. E desce, mainha; desce, painho. Desce gostoso, bem coladinho. Din din din dom, din din din dom. Din din din dom, din din din dom. Din din dom coladinho. Bem coladinho, bem gostosinho. Din din dom, din din dom. Din din din dom, din din din dom. Din din din dom, din din din dom. Desce que desce. Que desce, desce que desce. Que desce, desce que desce. Que desce, desce aê. Din din din dom, din din din dom. Din din din dom, din din din dom. Vem din din dom. . O nome disso aqui na Bahia é ranço. Êta lasqueira!. Que quebradeira, hein, mãe?. Din din din dom. Aila Menezes e Preta Gil",Emoção,Positivo
sujeitoauxadjetivo,eu tô doida,Esculacho (Part. Israel Novaes),Preta Gil,Pop; MPB,"Eu gosto, mais não quero. Provoco e te dispenso. Tá doido pra me ver passar. Mais eu tô doida pra te esculachar. . Eu não quero mais, você correndo atrás. Pois te dei chance mas você não soube aproveitar. Acreditei que você ia me fazer feliz. Dei tanta bola, tanta trela, mas você não quis. . E eu não quero mais você atrás de mim. Pois eu sofri mas aprendi que gosto mais de mim. Eu mudei, me transformei, agora quero paz. Estou livre, leve, solta para outro rapaz. . A vida inteira me tratou feito figuração. Mas sou estrela sim, do seu filme de ação. Trocou seu papel de galã e virou trapalhão. E seu cachê desse filme virou solidão. . Eu gosto, mais não quero. Provoco e te dispenso. Tá doido pra me ver passar. Mais eu tô doida pra te esculachar. . Eu gosto, mas não quero. Provoco e te dispenso. Tá doido pra me ver passar. Mas eu tô doida pra te esculachar. . Eu não quero mais, você correndo atrás. Pois te dei chance mas você não soube aproveitar. Eu pensei que você ia me fazer feliz. Dei tanta bola, tanta trela, e você não quis. . Eu não quero mais você atrás de mim. Pois eu sofri mas aprendi que gosto mais de mim. Eu mudei, me transformei, agora quero paz. Estou livre, leve, solto pra correr atras. . A vida inteira me tratou como figuração. Mas sou estrela sim, do seu filme de ação. Perdeu seu papel de mocinha e perdeu a linha. O seu papel nesse filme virou solidão. . Eu gosto, mas não quero. Provoco e te dispenso. Tá doido pra me ver passar. Mas eu tô doida pra te esculachar. . Eu gosto, mas não quero. Provoco e te dispenso. Tá doido pra me ver passar. Mas eu tô doida pra te esculachar. . Tô doido pra te esculachar",Caráter,Negativo
sujeitoauxadjetivo,eu sou perfeita,Penta,Preta Gil,Pop; MPB,"Você não sabe, não, então venha aprender. Se não chegar mais perto, nunca vai saber. Não faz assim, olha pra mim que eu já notei. Você disfarça, mas quer vir brincar que eu sei. . Pra quem já me conhece, eu sou perfeita. Eu sou penta, eu sou preta. Não vou mudar. Vê se você aprende e me respeita. Eu sou penta, eu sou preta. Só quero amar. . Na rua, quando sai. O nosso som não tem igual. E todo mundo vai. Pular com a gente o carnaval. . É só me dar a mão e se soltar, meu bem. Vem que esse bloco tem chupeta e tem neném. O mundo todo vem aqui, não leve a mal. Somos a turma mais feliz do carnaval. . Pra quem já me conhece, eu sou perfeita. Eu sou penta, eu sou preta. Não vou mudar. Vê se você aprende e me respeita. Eu sou penta, eu sou preta. Só quero amar. . Comigo não, meu bem. Preste atenção, vou lhe ensinar. Eu beijo quem quiser. E também queira me beijar. . Você não sabe, não, então venha aprender. Se não chegar mais perto, nunca vai saber. O mundo todo vem aqui, não leve a mal. Somos a turma mais feliz do carnaval. . Pra quem já me conhece, eu sou perfeita. Eu sou penta, eu sou preta. Não vou mudar. Vê se você aprende e me respeita. Eu sou penta, eu sou preta. Só quero amar. . Comigo não, meu bem. Preste atenção, vou lhe ensinar. Eu beijo quem quiser. E também queira me beijar. . Você não sabe, não, então venha aprender. Se não chegar mais perto, nunca vai saber. O mundo todo vem aqui, não leve a mal. Somos a turma mais feliz do carnaval",Neutro,Positivo
sujeitoauxadjetivo,eu sou preta,Penta,Preta Gil,Pop; MPB,"Você não sabe, não, então venha aprender. Se não chegar mais perto, nunca vai saber. Não faz assim, olha pra mim que eu já notei. Você disfarça, mas quer vir brincar que eu sei. . Pra quem já me conhece, eu sou perfeita. Eu sou penta, eu sou preta. Não vou mudar. Vê se você aprende e me respeita. Eu sou penta, eu sou preta. Só quero amar. . Na rua, quando sai. O nosso som não tem igual. E todo mundo vai. Pular com a gente o carnaval. . É só me dar a mão e se soltar, meu bem. Vem que esse bloco tem chupeta e tem neném. O mundo todo vem aqui, não leve a mal. Somos a turma mais feliz do carnaval. . Pra quem já me conhece, eu sou perfeita. Eu sou penta, eu sou preta. Não vou mudar. Vê se você aprende e me respeita. Eu sou penta, eu sou preta. Só quero amar. . Comigo não, meu bem. Preste atenção, vou lhe ensinar. Eu beijo quem quiser. E também queira me beijar. . Você não sabe, não, então venha aprender. Se não chegar mais perto, nunca vai saber. O mundo todo vem aqui, não leve a mal. Somos a turma mais feliz do carnaval. . Pra quem já me conhece, eu sou perfeita. Eu sou penta, eu sou preta. Não vou mudar. Vê se você aprende e me respeita. Eu sou penta, eu sou preta. Só quero amar. . Comigo não, meu bem. Preste atenção, vou lhe ensinar. Eu beijo quem quiser. E também queira me beijar. . Você não sabe, não, então venha aprender. Se não chegar mais perto, nunca vai saber. O mundo todo vem aqui, não leve a mal. Somos a turma mais feliz do carnaval",Aparência,Neutro
sujeitoauxadjetivo,eu tava perdida,Queima,Cleo,Pop/Rock; Pop,"Enquanto você fala. E acha que eu não sei de nada. Sei que mente na minha cara. Achou que eu não ia notar. . Lembro. Te disse que eu tava perdida. Cê viu que eu tava sem saída. e agora quer me ver queimar. . Só toma cuidado. Fogo pega fácil. Agora chegou sua vez. Vou te incendiar. . Fala mal de mim. Mas fala mesmo assim. Enquanto você fala. Eu faço tudo que eu tô afim. . . Queima. Queima, queima, queima, queima. . . Queima. Enquanto você fala queima. Eu já avisei que ninguém manda nessa raba. Hoje eu tô um nojo e vou jogar na tua cara. . Boto pra ferver, faço acontecer. Se tu aguentar, me liga bebê. . Fala mal, fala mal, fala mal de mim. Mando na minha vida e isso pra você é o fim. . Olha as minas aqui que tão afim de descer. Olha as minas aqui que não ligam pra você. . Só toma cuidado. Fogo pega fácil. Agora chegou sua vez. Vou te incendiar. . Fala mal de mim. Mas fala mesmo assim. Enquanto você fala. Eu faço tudo que eu tô afim. . . Queima. Queima, queima, queima, queima. . . Queima. Enquanto você fala queima",Caráter,Negativo
sujeitoauxadjetivo,eu tava perdida,Queima (Com Pocah),Cleo,Pop/Rock; Pop,"Enquanto você fala. E acha que eu não sei de nada. Sei que mente na minha cara. Achou que eu não ia notar, ahh. . Lembro, te disse que eu tava perdida. Você viu que eu tava sem saída. E agora quer me ver queimar, ahh. . Só toma cuidado, o fogo pega fácil. Agora chegou a sua vez, vou te incendiar. . Fala mal de mim, fala mesmo assim. Quando você fala, eu faço tudo que eu tô afim. Fala mal de mim, fala mesmo assim. Quando você fala, eu faço tudo que eu tô afim. . Queima. Queima, queima, queima, queima. Queima. Queima, queima, queima, queima. Queima. Queima, queima, queima, queima. Queima. Enquanto você fala, queima. . Eu já avisei que ninguém manda nessa raba. Hoje eu tô um nojo, e vou jogar na tua cara. Boto pra ferver, faço acontecer. Se tu aguentar, me liga, bebê. Fala mal, fala mal, fala mal de mim. Mando na minha vida e isso pra você é o fim. Olha as mina aqui que tão afim de você. Olha as mina aqui que não ligam pra você. . Só toma cuidado, o fogo pega fácil. Agora chegou a sua vez, vou te incendiar. . Fala mal de mim, fala mesmo assim. Quando você fala, eu faço tudo que eu tô afim. Fala mal de mim, fala mesmo assim. Quando você fala, eu faço tudo que eu tô afim. . Queima. Queima, queima, queima, queima. Queima. Queima, queima, queima, queima. Queima. Queima, queima, queima, queima. Queima. Enquanto você fala, queima. . Queima, queima, queima, queima, queima. Queima, queima, queima, queima, queima. Queima. Queima, queima, queima, queima. Queima, queima, queima",Caráter,Negativo
sujeitoauxadjetivo,eu estiver entediada,Hoje Vou Ditar as Regras,Ariana Carper,R&B; Pop,"Eu sei que estou linda hoje. E você não para de me olhar. Não baba não gatinho. Hoje sou eu que vou jogar. . Já dei todos os sinais. Que só quero te usar. Então querido chegue mais perto. Vamos dançar. . Hoje eu irei ditar as regras. As regras, as Regras. Pois sou eu. Que faço a festa, a festa, festa. . Você me fez de capacho. Mas agora come no meu prato. Não adianta ficar esperto. A fila andou, perdeu viado. . Eu que mando nessa festa. Vou ditar as regras. . Hoje vou ditar as regras. Pois sou eu que mando nessa festa. . Vamos dançar a noite toda. Mas não seremos um casal. Fixe na pista de dança. Vou deixá-lo me tocar. . Se eu estiver entediada. Pode ser que tenha um segundo round. Mas se não der conta do recado. Oh você está ferrado. . Vou mudar o placar. Só quero me vingar. Sou ah Pequena Lady. Preparada pra ganhar. . Uma mulher fatal. Preparada pra atacar. Pisando em macho escroto. Tenha cuidado, eu vim para ganhar. . Mudei o placar desse jogo. A partida está ganha. . No final dessa dança. Nossa Relação acaba. Mas Não estou fazendo nada. Que você não tenha feito no passado",Emoção,Negativo
sujeitoauxadjetivo,eu não tô na pior,Seu Amor (Part. Szel),Oliver Aldrin,Trap; Pop; Pop/Rock,"Dá o seu amor, dá o seu amor. Quero te abraçar, quero te beijar. Dá o seu amor, dá o seu amor. Saudade é algo que machuca mas você sabe curar. . Me liga mais tarde, hoje. Que eu tô com saudade. Pode acreditar que eu tô sozinho. Eu só quero atenção. Pode ligar ou vir direto eu tô na tua mão. É baby, eu tô na tua mão. . Preciso da sua voz, de alguma direção. Prometo amar e proteger da solidão. Eu quero acreditar que a vida é bem melhor. Preciso acreditar que eu não tô na pior. . Eu quero acreditar, quero acreditar. Deixa eu te mostrar, vem me visitar. Quero acreditar, quero acreditar. Deixa eu te mostrar, vem me visitar, me dá. . Dá o seu amor, dá o seu amor. Quero te abraçar, quero te beijar. Dá o seu amor, dá o seu amor. Saudade é algo que machuca mas você sabe curar. . Saudade é algo que machuca. Saudade é, saudade é. . As nossas fotos revelam aquilo que passou. São várias brigas e brisas, eu sei, mas tudo terminou. Eu vejo em seu olhar o que resta em mim. Alguém que nunca se prendeu mas hoje chora pelo fim. . Eu quero acreditar que a vida é bem melhor. Preciso acreditar que eu não tô na pior. Eu quero acreditar que a vida é bem melhor. Se for pra ser será, senão, melhor deixar o adeus curar. . Dá o seu amor, dá o seu amor. Quero te abraçar, quero te beijar. Dá o seu amor, dá o seu amor. Saudade é algo que machuca mas você sabe curar. . Dá o seu amor, dá o seu amor. Quero te abraçar, quero te beijar. Dá o seu amor, dá o seu amor. Saudade é algo que machuca mas você sabe curar. . Saudade é algo que machuca. Saudade é, saudade é. (Saudade é algo que machuca mas você sabe curar). . Saudade é algo que machuca. Saudade é, saudade é. (Saudade é algo que machuca mas você sabe curar). Saudade é, saudade é",Caráter,Negativo
sujeitoauxadjetivo,eu já estou cansada,Apenas Um Dissabafo,Caroly,Pop,"Quem tu pensa que engana. Com essa sua cara?. Nem bem cheguei a já me tornei uma ameaça. Só abra os olhos e veja. Antes que possa ser tarde. E você se afunde na sua própria desgraça. Não tô aqui pra tentar dar uma lição de moral. Uma atitude assim pra um ego frágil é normal. Tentar rebaixar alguém. Que tem um sonho também. Talvez não saiba mas não te faz melhor que ninguém. . Meu lugar não depende da. Forma como você enxerga. Falta de visão, respeita. Que mesmo de baixo te acerto a testa. . Só eu sei quanto lutei. Só eu sei tudo que passei. . O céu tem espaço demais. Conquiste com o que você faz. Me torno uma estrela ascendente. Enquanto você uma estrela cadente. . Não me culpe pela sua insegurança. De gente assim só quero manter distância. . Refrão. . Não me escondo na ilusão. Sigo meu coração. E não deixo ninguém me parar. E eu não vou olhar pra trás. Insisto, vou atrás. E conquisto meu lugar ao sol. . Não, não ache que sua pose falsa. Irá me intimidar. Fica de olho no que faço. Pra depois copiar. Tanto photoshop pagando de rainha. Mas morre de medo que sua coroa seja minha. E nenhuma ameaça vai me incomodar. Quando cair sua máscara irão notar. Acha que todo mundo vira concorrência. Se mostra aí! (Bitch). Pare de fingir inocência. . Todo mundo já ta vendo. A imagem que tu ta vendendo. Cê não tem moral. Cala essa boca, pare de espalhar seu veneno. Não sou a garota que aceita tudo calada. E da sua infantilidade eu já estou cansada. Só sinto pena da situação. Fica explícito a apelação. de 18 motivos indicam. A falta de senso e boa intenção. Tô vendo sua essência está em coma. Faz sua verdadeira face vir à tona. . Refrão. . Não me escondo na ilusão. Sigo meu coração. E não deixo ninguém me parar. E eu não vou olhar pra trás. Insisto, vou atrás. E conquisto meu lugar ao sol. . Fala o que quer mas não sabe ouvir. Erra, mas não sabe admitir. Atrás das cortinas está o que não quer mostrar. Entenda não vai me importar. A posição que você está. Tô aqui mandando essa ""Diss"" pra você acordar. . Queria que eu não entrasse no caminho. Com medo que estragasse seu ""showzinho"". Eu não preciso pisar em ninguém para alcançar. Sei que com o que eu tenho sou capaz de chegar. . Eu vejo toda essa ilusão. O seu desespero eles notam. A sua intenção, atenta a ação. De fazer pelo status e não com o coração. Não implorei por atenção, nem simpatia fingi. Quando a cortina abrir a sua máscara vai cair. . Refrão. . Não me escondo na ilusão. Sigo meu coração. E não deixo ninguém me parar. E eu não vou olhar pra trás. Insisto, vou atrás. E conquisto meu lugar ao sol",Emoção,Negativo
sujeitoauxadjetivo,eu sou louca,Chapeleiro Maluco (Mad Hatter),Caroly,Pop,"Meus amigos fogem. Apenas por diversão correm. Estourando balões e se drogando com hélio. De vermelho sangue todas as rosas vamos pintar. Sonhos?. São assassinos. Bebendo com a lagarta que abomino. . Estou arrancando minha pele. Pois só assim posso me sentir bem. Dos normais eu já me livrei. Com os loucos eu me encontrei. . Sou louca?. Bebê, sou maluca. A pessoa mais doida que já conheceu. Psicopata, fora do normal. Diga ao doutor que eu estou bem mal. Por que mentir?. Se o bom é assim. Com toda a loucura dentro de si. Se quer me julgar, eu não ligo, não. Sei que eu sou louca e os melhores são. . Os melhores são os loucos. Os melhores são os. . Cadê minha receita?. Oh, doutor me escute!. E sim, eu vejo. Eu sou Alice e você o Chapeleiro. . Estou arrancando minha pele. Pois só assim posso me sentir bem. Dos normais eu já me livrei. Com os loucos eu me encontrei. . Sou louca?. Bebê, sou maluca. A pessoa mais doida que já conheceu. Psicopata, fora do normal. Diga ao doutor que eu estou bem mal. Por que mentir?. Se o bom é assim. Com toda a loucura dentro de si. Se quer me julgar, eu não ligo, não. Sei que eu sou louca e os melhores são. . Sei que sou louca. Sem direção. Mas sei que os loucos. Os melhores são. Sei que sou louca. Sem direção. Mas sei que os loucos. Os melhores são. . Sou louca?. Bebê, sou maluca. A pessoa mais doida que já conheceu. Psicopata, fora do normal. Diga ao doutor que eu estou bem mal. Por que mentir?. Se o bom é assim. Com toda a loucura dentro de si. Se quer me julgar, eu não ligo, não. Sei que eu sou louca e os melhores são. . Os melhores são os loucos. Os melhores são os. Os melhores são os loucos. Os melhores são os",Caráter,Negativo
sujeitoauxadjetivo,eu sou mais feliz,Amor Exagerado,Mario Fernando,Romântico; Pop; MPB,"Você é o amor da minha vida. eu quero viver ao seu lado. não quero uma paixão escondida. prefiro um amor escancarado. . Você é a razão da minha vida. contigo eu sou mais feliz. paixão que esteve adormecida. agora o destino é quem diz. . Quando eu acordo bem cedinho. com beijinhos, com carinhos. eu me sinto tão amado. por você acariciado. e dizendo que me ama. eu te respondo. eu te amo, meu amor, te quero bem. . Quando eu te toco e te beijo. te abraço, te desejo. e te sinto ao meu lado. sou um homem realizado. com um sorriso estampado. no meu rosto exagerado. e os anjos dizem amém. . Quando passeamos de mãos dadas. pelas ruas, nas calçadas. você é minha namorada. a menina mais amada. eu me sinto um passarinho. que voando de bem longe, vim pra perto do meu bem. . Esse amor com reciprocidade. que me tira da saudade. e me leva pra verdade. essa tal realidade. e me faz voar mais longe com você, ó meu benzinho. para os braços do além. . Você é o amor da minha vida. contigo eu quero viver. pois me fez enxergar como é grande. o amor entre eu e você",Emoção,Positivo
sujeitoauxadjetivo,eu sou tão pequena,Doce Como Bala,,,"Você é doce como bala. O jeito que você fala. Me faz sentir em casa. Não sei explicar. . Eu já tô fazendo a mala. Pra gente voltar no tempo. Quando a gente não precisava se preocupar. . Você é doce como bala. O jeito que você fala. Me faz sentir em casa. Não sei explicar. . Eu já tô fazendo a mala. Pra gente voltar no tempo. Quando a gente não precisava se preocupar. . Hoje é um novo dia pra gente esquecer. Todos os problemas que tem pra resolver. O sol bate, o mar agita pra te ver. Desde sempre isso acontece. Quando eu vejo você (yeah). . Esse amor sempre foi assim. Lembro quando você dizia pra mim. Que quando crescesse nada ia mudar. Manteve a suas palavra. Só a idade que passa. Mas o que eu sinto. . Você é doce como bala. O jeito que você fala. Me faz sentir em casa. Não sei explicar. . Eu já tô fazendo a mala. Pra gente voltar no tempo. Quando a gente não precisava se preocupar. . Você é doce como bala. O jeito que você fala. Me faz sentir em casa. Não sei explicar. . Eu já tô fazendo a mala. Pra gente voltar no tempo. Quando a gente não precisava se preocupar. . Parecia que a gente não era livre. Mas hoje eu vejo que a liberdade ficou de lado. Trinta cobranças e milhões de contas. Eu só quero a rua de volta. Chuva era dança, nunca se cansa. Ir pra cama era tão chato. . Mas quando a gente tá junto. Nem sei como dizer. Parece que eu tenho a minha infância mais uma vez. Tudo à minha volta some. E eu sou tão pequena. Coração acelerado, mas não tem problema. Então. . Que seja doce, que fique assim. E que seja a gente até o fim. Isso é tão bom, pode ficar. E não tem melhor lugar yeah. . Esse amor sempre foi assim. Lembro quando você dizia pra mim. Que quando crescesse nada ia mudar. Manteve a suas palavra. Só a idade que passa. Mas o que eu sinto. . Você é doce como bala. O jeito que você fala. Me faz sentir em casa. Não sei explicar. . Eu já tô fazendo a mala. Pra gente voltar no tempo. Quando a gente não precisava se preocupar. . Você é doce como bala. O jeito que você fala (who wants some candy). Me faz sentir em casa. Não sei explicar. . . . . . . . ",Aparência,Negativo
sujeitoauxadjetivo,eu não tô cansada,Dia e Noite,,,"Me sinto tão sem graça. De chegar na tua casa. Depois que tudo aconteceu. Tua mãe mandou mensagem. Comprei até passagem. Pra gente tentar resolver. . E se quiser posso ficar um mês. Será que isso é o suficiente. Pra gente entender o que fez. A gente se afastar. Se eu te quero. . Dia e noite. não só hoje. Cola comigo. Que eu sou perigo. E também abrigo. Tudo o que ce quiser. Dia e noite. não só hoje. Cola comigo. Que eu sou perigo. E também abrigo. Tudo o que ce quiser. . E se sobrar o silêncio. Eu te mostro a solução. Me dá aqui sua mão. ""Pode ser com a boca"". Tira essa roupa. Usa tua voz rouca. Me diz no ouvido. E sente minha pele. Tão quente. Aquele beijo no pescoço que arrepia. Eu não tô cansada cê tá?. Saudade foi feita pra matar. Na tua cama ou na tua vida. Me deixa ficar?. . E se quiser posso ficar um mês. Será que isso é o suficiente. Pra gente entender o que fez. A gente se afastar. Se eu te quero. . Dia e noite. não só hoje. Cola comigo. Que eu sou perigo. E também abrigo. Tudo o que ce quiser. Dia e noite. não só por hoje. Cola comigo. Que eu sou perigo. E também abrigo. Tudo o que ce quiser. . Dia e Noite",Emoção,Negativo
sujeitoauxadjetivo,eu tô sedenta,Eterno Esquema,,,"Te liguei e falei. Vi que tu me escutou. Te lembrei daquele pôr do sol. No arpoador. Eu tentei te dizer. que ainda tem amor. Quando chegou nessa parte. A minha voz travou. . A gente tenta sair dessa encrenca. Mas a vida é foda e nessas voltas. a gente nem se esbarrou. Me diz não inventa. mas eu tô sedenta. Gata essa saudade porra. nunca mais passou. . Então volta pra mim. meu bem entenda. Amor só por você não adianta. a gente tenta. Então volta aí cê me arrebenta. Se não tá claro eu te falo. Minha vida é um eterno esquema. . Fala que me ama. mas fala na tua cama. Me envolve na tua trama. Eu sei que cê vai gostar. Fala que me ama. Desfaz todo esse drama. Me liga e me chama pra gente viajar. . Teu beijo aventureiro. Queima o meu corpo inteiro. Linda eu te amo e não dá pra negar. . Então volta pra mim. meu bem, entenda. Amor só por você. não adianta a gente tenta. Então volta aí cê me arrebenta. Se não tá claro eu te falo. Minha vida é um eterno esquema. Mas vale a pena. Não tem problema. Cê tá na cena. Vem cá morena. Vem cá morena",Emoção,Negativo
