Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoauxadjetivo,pivete era doido,Segura na Mão de Deus,Black Style,axe,"Eu lembro daquele menino. O meu amigo irmão,. Jogava bola comigo. Um tremendo sangue bom!. E como todo menino. Era um sonhador,. Queria ser um policial. Sonhava em ser jogador. Perdeu seu pai muito cedo. E ficou deprimido de mais. Mas o tempo passou.... Sua mãe foi mãe, e foi pai. Andou com falsos amigos. Ficou com a idea já firme. Não demorou muito tempo. Tava na vida do crime. Só vivia na esquina. Vendia erva e cocaína. Se achava o cara,. Tava cheio de menina. Numa ação policia. Que rolou lá no calabá. Mas o pivete era doido. E resovel trocar. E foi no hge. Que o pior aconteceu. Quando doutor me chamou e disse:. Seu amigo faleceu. Eu segurei sua mãe. Que chorou se desesperou. No interro do pivete. O povo todo cantou.... Segura na mão de deus. Segura na mão de deus. Segura na mão de deus. E vai.... Segura na mão de deus. Segura na mão de deus. Segura na mão de deus. E vai!. E foi no hge. Que o pior aconteceu. Quando doutor me chamou e disse:. Seu amigo faleceu. Eu segurei sua mãe. Que chorou se desesperou. No interro do pivete. O povo todo cantou.... Segura na mão de deus. Segura na mão de deus. Segura na mão de deus. E vai.... Não tema e segue adiante. E não olhe para trás. Segura na mão de deus. E vaii...",Caráter,Negativo
sujeitoadjetivo,criança sapeca,"Viola Boneca, Criança Sapeca",Goiano & Paranaense,sertanejo,"Viola romeira que passou fronteira. Abrindo porteira e levando ternura. Viola tulipa, tão meiga e bonita. Entre as palafitas nascestes tão pura. Viola paixão de todo o sertão. Da geração de poesias futuras. Viola serena, humilde e pequena. Que não envenena a nossa cultura. Viola rebol, madeira sem nó. O guia e farol do espaço celeste. Viola neon que vibra no tom. Seu canto e seu som é um hino de prece. Viola redoma que meus versos doma. E assina o diploma da tradição. Viola bendita teu canto levita. E afasta a maldita solidão. Viola menina você me fascina. Membrana e a retina da canção. Viola estampa por ombro e tampa. Que vive na rampa do meu coração. Viola rebol, madeira sem nó. O guia e farol do espaço celeste. Viola neon que vibra no tom. Seu canto e seu som é um hino de prece. Viola macia, vovô já dizia. Tua melodia tem som de cristal. Viola cauã, meu sol da manhã. Luz e talismã, estrela real. Viola boneca, criança sapeca. Que faz de peteca quem for seu rival. Viola madrinha que luta sozinha. Para pôr na linha o respeito e a moral. Viola rebol, madeira sem nó. O guia e farol do espaço celeste. Viola neon que vibra no tom. Seu canto e seu som é um hino de prece. (Pedro Paulo Mariano - Santa Maria da Serra-SP)",Sexual,Positivo
sujeitoadjetivo,bonequinha criança,Boneca Criança,Gian & Giovani,sertanejo,Quem já teve na vida quando criança em brinquedo. E notou que bem cedo ele perdeu seu valor.. Pois eu tive também um bem que pouco se alcança. Uma boneca criança a quem eu dei amor.. Refrão. A bonequinha criança hoje é mulher de verdade. Trocou a realidade pela mentira cruel.. A bonequinha criança que tinha um beijo tão doce. Ao me deixar transformou-se numa boneca de papel.. Boneca eu sou menino magoado. Vendo brinquedo quebrado eu perdi toda a alegria.. Boneca pra ter a felicidade quero matar a saudade. De quem já foi boneca um dia.,Papel Social,Neutro
substantivo,bonequinha criança hoje é mulher,Boneca Criança,Gian & Giovani,sertanejo,Quem já teve na vida quando criança em brinquedo. E notou que bem cedo ele perdeu seu valor.. Pois eu tive também um bem que pouco se alcança. Uma boneca criança a quem eu dei amor.. Refrão. A bonequinha criança hoje é mulher de verdade. Trocou a realidade pela mentira cruel.. A bonequinha criança que tinha um beijo tão doce. Ao me deixar transformou-se numa boneca de papel.. Boneca eu sou menino magoado. Vendo brinquedo quebrado eu perdi toda a alegria.. Boneca pra ter a felicidade quero matar a saudade. De quem já foi boneca um dia.,Papel Social,Neutro
sujeitoadjetivo,criança esperta,As Mesmas Coisas,Gian & Giovani,sertanejo,"Quem já não diz mais as mesmas coisas. Nem sabe se as flores florescerão. Jogam minhas sementes sobre as areias. Tão certas que as ondas as levarão.. Alguém solta um grito liberdade. Das celas semi abertas de uma prisão.. Sob a fresta da esperança vem a saudade. Sobrevoando o céu de cada coração.. Refrão. Vem seguindo a luz das estrelas. Que o ouro em cada fileira reluz em seu cofre coberto de amor.. Vem, que a paz o sorriso liberta aquela criança esperta. Que existe no fundo de cada senhor.",Caráter,Positivo
sujeitoadjetivo,novinha terrível,Terrivel,Pikeno e Menor,funk-carioca,"Deixa o livro de lado,. Sem namorado pra casa ela desce,. O dia melhora,. Só quando a noite aparece.. Tu pensa que ela quer,. Um dia de compromisso,. Mas não perde o tempo,. Porque ela gosta mesmo é disso.. No litoral ela tá,. Na praia de Ubatuba,. Nasceu pra ser top,. Não pra andar de garupa.. Pode deixar que ela vai,. Escolher a noitada,. Não é interesseira,. Mas quer andar bem acompanhada.. E quando passar,. Chama atenção dos parça,. Pega o Black Label,. E joga o Chandon na taça.. Capricha novinha,. Porque esse é teu momento,. Mal acostumada,. E presta atenção no vestimento.. Calça da Armani,. Já vi ela de ED,. Bolsa da DG,. Com a blusinha da Ecko Red.. Anda bem cheirosa,. Porta Morena Rosa,. Melhor que ta tendo,. E quando passa eu falo, nossa... Novinha treinada,. E se pegar vira vicio,. Não tenta enganar,. Que ela também faz muito disso.. Já vi uns tentando,. Mais sei que isso é difícil,. Casada com a noite,. E ninguém vai mudar isso.. Porque ela é impossível,. Que novinha terrível,. Pra romance é Off,. Pra balada é Disponível.. Ela é impossível,. Que novinha terrível,. A quebrada sabe,. Que ela é outro nível.. Porque ela é impossível,. Que novinha terrível,. Pra romance é Off,. Pra balada é Disponível.. Ela é impossível,. Que novinha terrível,. A quebrada sabe,. Que ela é outro nível.. Deixa o livro de lado,. Sem namorado pra casa ela desce,. O dia melhora,. Só quando a noite aparece.. Tu pensa que ela quer,. Um dia de compromisso,. Mas não perde o tempo,. Porque ela gosta mesmo é disso.. No litoral ela tá,. Na praia de Ubatuba,. Nasceu pra ser top,. Não pra andar de garupa.. Pode deixar que ela vai,. Escolher a noitada,. Não é interesseira,. Mas quer andar bem acompanhada.. E quando passar,. Chama atenção dos parça,. Pega o Black Label,. E joga o Chandon na taça.. Capricha novinha,. Porque esse é teu momento,. Mal acostumada,. E presta atenção no vestimento.. Calça da Armani,. Já vi ela de ED,. Bolsa da DG,. Com a blusinha da Ecko Red.. Anda bem cheirosa,. Porta Morena Rosa,. Melhor que ta tendo,. E quando passa eu falo, nossa... Novinha treinada,. E se pegar vira vício,. Não tenta enganar,. Que ela também faz muito disso.. Já vi uns tentando,. Mais sei que isso é difícil,. Casada com a noite,. E ninguém vai mudar isso.. Porque ela é impossível,. Que novinha terrível,. Pra romance é Off,. Pra balada é Disponível.. Ela é impossível,. Que novinha terrível,. A quebrada sabe,. Que ela é outro nível.. Porque ela é impossível,. Que novinha terrível,. Pra romance é Off,. Pra balada é Disponível.. Ela é impossível,. Que novinha terrível,. A quebrada sabe,. Que ela é outro nível.",Aparência,Negativo
substantivo,neném não tá com sono,Papai Coruja,Os Caçadores,funk-carioca,Chego em casa cansadão. Quase caindo de sono. A carcaça tá em estado. de completo abandono. Mas se chego la no berço não quero saber de nada. Pai coruja é assim mesmo e vira o rei da palhaçada. Vem no colo pra ninar. Papai faz neném mimir. Mas neném não tá com sono e só quer saber de rir. Vem no colo pra mimir. Olha o boi da cara preta. Mas se o neném não dorme papai vai fazer careta. Pai coruja é assim mesmo e vira o rei da palhaçada. Chego em casa cansadão. Quase caindo de sono. A carcaça tá em estado. de completo abandono. Mas se chego la no berço não quero saber de nada. Pai coruja é assim mesmo e vira o rei da palhaçada. Vem no colo pra ninar. Papai faz neném mimir. Mas neném não tá com sono e só quer saber de rir. Vem no colo pra mimir. Olha o boi da cara preta. Mas se o neném não dorme papai vai fazer careta. Pai coruja é assim mesmo e vira o rei da palhaçada,Papel Social,Negativo
sujeitoadjetivo,novinha terrível,Novinha Terrivel,Pikeno e Menor,funk-carioca,"Deixa o livro de lado,. Sem namorado pra casa ela desce,. O dia melhora,. Só quando a noite aparece.. Tu pensa que ela quer,. Um dia de compromisso,. Mas não perde o tempo,. Porque ela gosta mesmo é disso.. No litoral ela tá,. Na praia de Ubatuba,. Nasceu pra ser top,. Não pra andar de garupa.. Pode deixar que ela vai,. Escolher a noitada,. Não é interesseira,. Mas quer andar bem acompanhada.. E quando passar,. Chama atenção dos parça,. Pega o Black Label,. E joga o Chandon na táça.. Capricha novinha,. Porque esse é teu momento,. Mal acostumada,. E presta atenção no vestimento.. Calça da Armani,. Já vi ela de ED,. Bolsa da DG,. Com a blusinha da Ecko Red.. Anda bem cheirosa,. Porta Morena Rosa,. Melhor que tá tendo,. E quando passa eu falo, nossa... Novinha treinada,. E se pegar vira vicio,. Não tenta enganar,. Que ela também faz muito disso.. Já vi uns tentando,. Mais sei que isso é difícil,. Casada com a noite,. E ninguém vai mudar isso.. Porque ela é impossível,. Que novinha terrível,. Pra romance é Off,. Pra balada é Disponível.. ela é impossível,. Que novinha terrível,. A quebrada sabe,. Que ela é outro nível.. Porque ela é impossível,. Que novinha terrível,. Pra romance é Off,. Pra balada é Disponível.. ela é impossível,. Que novinha terrível,. A quebrada sabe,. Que ela é outro nível.. Deixa o livro de lado,. Sem namorado pra casa ela desce,. O dia melhora,. Só quando a noite aparece.. Tu pensa que ela quer,. Um dia de compromisso,. Mas não perde o tempo,. Porque ela gosta mesmo é disso.. No litoral ela tá,. Na praia de Ubatuba,. Nasceu pra ser top,. Não pra andar de garupa.. Pode deixar que ela vai,. Escolher a noitada,. Não é interesseira,. Mas quer andar bem acompanhada.. E quando passar,. Chama atenção dos parça,. Pega o Black Label,. E joga o Chandon na táça.. Capricha novinha,. Porque esse é teu momento,. Mal acostumada,. E presta atenção no vestimento.. Calça da Armani,. Já vi ela de ED,. Bolsa da DG,. Com a blusinha da Ecko Red.. Anda bem cheirosa,. Porta Morena Rosa,. Melhor que tá tendo,. E quando passa eu falo, nossa... Novinha treinada,. E se pegar vira vício,. Não tenta enganar,. Que ela também faz muito disso.. Já vi uns tentando,. Mais sei que isso é difícil,. Casada com a noite,. E ninguém vai mudar isso.. Porque ela é impossível,. Que novinha terrível,. Pra romance é Off,. Pra balada é Disponível.. ela é impossível,. Que novinha terrível,. A quebrada sabe,. Que ela é outro nível.. Porque ela é impossível,. Que novinha terrível,. Pra romance é Off,. Pra balada é Disponível.. ela é impossível,. Que novinha terrível,. A quebrada sabe,. Que ela é outro nível.. BY : kauan",Aparência,Negativo
sujeitoadjetivo,novinha terrível,Ela É Terrível,Pikeno e Menor,funk-carioca,"Deixa o livro de lado, sem namorado pra casa ela desce. O dia melhora. Só quando a noite aparece. Tu pensa que ela quer,. Um dia de compromisso. Mais não perde tempo,. Porque ela gosta mesmo é disso !. No litoral ela tá. Na praia de Ubatuba. Nasceu pra ser top,. Não pra andar de garupa. Pode deixar que ela vai,. Escolher uma noitada. Não é interesseira,. Mais quer andar bem acompanhada. E quando passar,. Chama atenção dos parça. Pega o black label,. E joga o chandon na taça. Capricha novinha,. Por que esse é seu momento. Mal acostumada,. E presta atenção no vestimento. Calça da armani,. Já vi ela de ed. Bolsa da dg,. Com a blusinha da ecko red. Anda bem cheirosa,. Porta morena rosa. Melhor que tá tendo. E quando passa eu falo: Nossa!. Novinha treinada. E se pegar vira vício. Não tenta enganar,. Que ela também faz muito disso. Já vi uns tentando,. Mais sei que isso é difícil. Casada com a noite,. E ninguém vai mudar isso. Refrão. Porque ela é impossível,. Que novinha terrível. Pra romance é off,. Pra balada é disponível. Ela é impossível, que novinha terrível. A quebrada sabe que ela é outro nível",Aparência,Negativo
sujeitoadjetivo,criança grande,"Sigo O Coração Que Diz Que Não Sabe, Mas É Segredo",Dance of Days,rock,"Se for pra não te ver chorar vale a pena.. Se for pra ver você me dar um sorriso,. eu fico horas na chuva.. Por mim tudo bem, não importa.. Eu fui adolescente até pouco tempo atrás,. agora eu quero é ficar calmo.. Quero contar meus sonhos,. mudar de casa... mandar fazer um quadro nosso.. Não sei o correto e já não sou tão certo.. Sigo o coração que diz que não sabe, mas é segredo.. Faz a vida ser bela e infinita. e diz que não somos grandes demais. pra pensar que tudo foi perdido. e que nada é como antes.. Quando chove gelo a gente sai com a língua pra fora.. Eu fingi tanto tempo ter certeza demais. e agora eu ouço alguém me dizer: “Pai, deixa a luz acesa”.. E me perguntar quem acende as estrelas.. Eu sou criança grande sabe,. e eu quero sair e pular nas poças. se for pra te ver amar.. E como já foi dito,. “toda criança sensível. saberá o que estou dizendo.”. (fonte: tramavirtual Dance of Days official). by DaRk_guitar",Aparência,Neutro
sujeitoadjetivo,criança sensível,"Sigo O Coração Que Diz Que Não Sabe, Mas É Segredo",Dance of Days,rock,"Se for pra não te ver chorar vale a pena.. Se for pra ver você me dar um sorriso,. eu fico horas na chuva.. Por mim tudo bem, não importa.. Eu fui adolescente até pouco tempo atrás,. agora eu quero é ficar calmo.. Quero contar meus sonhos,. mudar de casa... mandar fazer um quadro nosso.. Não sei o correto e já não sou tão certo.. Sigo o coração que diz que não sabe, mas é segredo.. Faz a vida ser bela e infinita. e diz que não somos grandes demais. pra pensar que tudo foi perdido. e que nada é como antes.. Quando chove gelo a gente sai com a língua pra fora.. Eu fingi tanto tempo ter certeza demais. e agora eu ouço alguém me dizer: “Pai, deixa a luz acesa”.. E me perguntar quem acende as estrelas.. Eu sou criança grande sabe,. e eu quero sair e pular nas poças. se for pra te ver amar.. E como já foi dito,. “toda criança sensível. saberá o que estou dizendo.”. (fonte: tramavirtual Dance of Days official). by DaRk_guitar",Emoção,Positivo
substantivo,mocinha hoje é matrona,Pode Por a Culpa em Mim,Léo Pinheiro,mpb,"E não finge que me ama. E que madeira ama cupim. Vê se me poupa desse drama. E vade retro, coisa ruim. E se a coisa desandar. E se alguém te perguntar. Pode pôr a culpa em mim. A gente é junto e separado. Igual piscina e trampolim. Você fala acariocado. Me enganando que é latim. Mas se o medo do momento. É o global aquecimento. Pode pôr a culpa em mim. E se a esquerda no poder. Desandou teu Zepelim. E se o medo de perder. Azedou o teu quindim. E se o rock hoje é cafona. Se a mocinha hoje é matrona. Pode pôr a culpa em mim. Se você já descobriu. Publicado num pasquim. Que só mesmo no Brasil. Comandante faz motim. O sucesso é quase um crime. A mentira é o que se imprime. Pode pôr a culpa em mim. E se a espada revoltada. Empunhar o espadachim. E se a água alucinada. Resolver beber o rim. E se o amor que a gente teve. Se atirou do céu sem rede. Pode pôr a culpa em mim",Aparência,Negativo
sujeitoadjetivo,novinha sapequinha,Saveiro do Papai,Gabriel Diniz,sertanejo,Novinha sapequinha me diz se você vai. Dar um rolé na saveiro do papai. Novinha sapequinha me diz se você vai. Dar um rolé na saveiro do papai. Novinha sapequinha me diz se você vai. Dar um rolé na saveiro do papai. Novinha sapequinha me diz se você vai. Dar um rolé na saveiro do papai. Meu carro é rebaixado. Ta maior desmantelo. As novinhas tudo beba na caçamba da saveiro. Quando eu chego na balada o garçom já ri a toa. Sabe que no fim da noite a gorjeta vai ser boa. Eu to daquele jeito e ninguém vai me segurar. Avisa a mulherada quando eu chego é o open bar. Ta tudo se pegando. Ta maior confusão. Pra ver quem vai ser a dama de vermelho do patrão. Ta maior desmantelo. Ta maior desmantelo. As novinhas tudo beba na caçamba da saveiro. Ta maior desmantelo. O detran mandou parar. Avisa a mulherada que hoje eu vou me embriagar. Novinha sapequinha me diz se você vai. Dar um rolé na saveiro do papai. Novinha sapequinha me diz se você vai. Dar um rolé na saveiro do papai,Aparência,Negativo
